,Unnamed: 0,page,country,rev_id,quality,population,region
0,0,Template:ZambiaProvincialMinisters,Zambia,235107991,RevisionNotFound: Could not find revision ({revision}:235107991),18.384,AFRICA
1,12966,Gladys Lundwe,Zambia,757566606,Stub,18.384,AFRICA
2,14639,Mwamba Luchembe,Zambia,764848643,Stub,18.384,AFRICA
3,15474,Thandiwe Banda,Zambia,768166426,Start,18.384,AFRICA
4,17651,Sylvester Chisembele,Zambia,776082926,C,18.384,AFRICA
5,17785,Victoria Kalima,Zambia,776530837,Start,18.384,AFRICA
6,19113,Margaret Mwanakatwe,Zambia,779747587,Start,18.384,AFRICA
7,19114,Nkandu Luo,Zambia,779747961,Start,18.384,AFRICA
8,19115,Susan Nakazwe,Zambia,779748181,Start,18.384,AFRICA
9,19116,Catherine Namugala,Zambia,779748285,Start,18.384,AFRICA
10,19117,Edith Nawakwi,Zambia,779748522,Start,18.384,AFRICA
11,19118,Joyce Nonde-Simukoko,Zambia,779748628,Start,18.384,AFRICA
12,19119,Gladys Nyirongo,Zambia,779748837,C,18.384,AFRICA
13,19120,Vera Tembo,Zambia,779748931,Start,18.384,AFRICA
14,28632,Ompie Nkumbula-Lieventhal,Zambia,790011468,Stub,18.384,AFRICA
15,29629,Besnat Jere,Zambia,791225634,Stub,18.384,AFRICA
16,30365,Esther Lungu,Zambia,792296625,C,18.384,AFRICA
17,31473,Inonge Wina,Zambia,794006130,Start,18.384,AFRICA
18,32849,Maureen Mwanawasa,Zambia,795820299,Start,18.384,AFRICA
19,33375,First Lady of Zambia,Zambia,796467991,Start,18.384,AFRICA
20,34287,Jean Kapata,Zambia,797469872,Start,18.384,AFRICA
21,36418,Peter Sinkamba,Zambia,799512628,Stub,18.384,AFRICA
22,40902,Gwendoline Konie,Zambia,803304465,Start,18.384,AFRICA
23,44303,Kenneth Kaunda,Zambia,805875783,C,18.384,AFRICA
24,44473,Inonge Mbikusita-Lewanika,Zambia,805993958,Start,18.384,AFRICA
25,45049,Yobert K. Shamapande,Zambia,806345311,C,18.384,AFRICA
26,1,Bir I of Kanem,Chad,355319463,Stub,16.877,AFRICA
27,122,Abdullah II of Kanem,Chad,498683267,Stub,16.877,AFRICA
28,260,Salmama II of Kanem,Chad,565745353,Stub,16.877,AFRICA
29,261,Kuri I of Kanem,Chad,565745365,Stub,16.877,AFRICA
30,262,Mohammed I of Kanem,Chad,565745375,Stub,16.877,AFRICA
31,503,Kuri II of Kanem,Chad,669719757,Stub,16.877,AFRICA
32,519,Bir II of Kanem,Chad,670893206,Stub,16.877,AFRICA
33,728,Mahamat Hissene,Chad,693055898,Stub,16.877,AFRICA
34,1310,Othman I,Chad,705432607,Stub,16.877,AFRICA
35,1680,Alphonse Kotiga,Chad,707593108,Stub,16.877,AFRICA
36,1780,Oueddei Kichidemi,Chad,708346649,Start,16.877,AFRICA
37,2212,Dunama I,Chad,710675092,Stub,16.877,AFRICA
38,2341,Ahmad (Kanem-Bornu king),Chad,711388267,Stub,16.877,AFRICA
39,2636,Djibrine Kerallah,Chad,712971263,Stub,16.877,AFRICA
40,2637,Maurice Ngangtar,Chad,712971315,Stub,16.877,AFRICA
41,2638,Idriss Miskine,Chad,712971738,Stub,16.877,AFRICA
42,3673,Laoukein Kourayo Médard,Chad,716886170,Stub,16.877,AFRICA
43,3674,Nadji Madou,Chad,716886788,Stub,16.877,AFRICA
44,3675,Noël Milarew Odingar,Chad,716891799,Start,16.877,AFRICA
45,3950,Yaya Dillo Djérou,Chad,717733209,Stub,16.877,AFRICA
46,4477,Acheikh Ibn-Oumar,Chad,719821590,Start,16.877,AFRICA
47,4559,Quatre Sou Quatre,Chad,720066754,Stub,16.877,AFRICA
48,5277,Ali Gazi,Chad,722563340,Stub,16.877,AFRICA
49,5991,Mahamat Djarma Khatir,Chad,725132042,Stub,16.877,AFRICA
50,7049,Dunama IX Lefiami,Chad,731749611,Stub,16.877,AFRICA
51,7660,Dawud of Kanem,Chad,736550266,Stub,16.877,AFRICA
52,8239,Ahmed Koulamallah,Chad,738855197,Start,16.877,AFRICA
53,8594,Abbo Nassour,Chad,741369486,C,16.877,AFRICA
54,8724,Abdel Kader Baba-Laddé,Chad,742213176,Stub,16.877,AFRICA
55,9621,Hummay,Chad,747271475,Stub,16.877,AFRICA
56,10589,Ngarlejy Yorongar,Chad,751304544,C,16.877,AFRICA
57,10601,Saleh Kezabo,Chad,751380073,Stub,16.877,AFRICA
58,11860,Bourkou Louise Kabo,Chad,757072468,Start,16.877,AFRICA
59,13255,Brahim Koulamallah,Chad,757802238,Stub,16.877,AFRICA
60,13266,Saadie Goukouni Weddeye,Chad,757842614,Start,16.877,AFRICA
61,14155,Mahamoud Adam Béchir,Chad,762579466,Start,16.877,AFRICA
62,14194,Kalthouma Nguembang,Chad,762816132,RevisionNotFound: Could not find revision ({revision}:762816132),16.877,AFRICA
63,14513,Djidingar Dono Ngardoum,Chad,764133533,Stub,16.877,AFRICA
64,15463,Template:ChadPMs,Chad,768123377,Stub,16.877,AFRICA
65,16063,Template:ChadPres,Chad,770535091,Stub,16.877,AFRICA
66,16281,Youssouf Saleh Abbas,Chad,771052289,C,16.877,AFRICA
67,17109,Koibla Djimasta,Chad,774223245,Start,16.877,AFRICA
68,17110,Nassour Guelendouksia Ouaido,Chad,774223248,C,16.877,AFRICA
69,18082,Joseph Brahim Seid,Chad,777478442,Stub,16.877,AFRICA
70,18122,Joseph Yodoyman,Chad,777550078,Start,16.877,AFRICA
71,20082,Antoine Bangui,Chad,782638002,Start,16.877,AFRICA
72,21500,Ibrahim IV of Bornu,Chad,785614014,Stub,16.877,AFRICA
73,21869,Hadjé Halimé,Chad,786449636,C,16.877,AFRICA
74,22527,Youssouf Togoïmi,Chad,787390241,Start,16.877,AFRICA
75,22790,Adoum Younousmi,Chad,787719236,Start,16.877,AFRICA
76,22806,François Tombalbaye,Chad,787738541,C,16.877,AFRICA
77,22922,Ahmat Hassaballah Soubiane,Chad,787910771,Stub,16.877,AFRICA
78,22951,Ahmad Allam-Mi,Chad,787921293,Start,16.877,AFRICA
79,23074,Laotegguelnodji Koumtog,Chad,788009613,Stub,16.877,AFRICA
80,23083,Mahamat Ali Adoum,Chad,788014671,Start,16.877,AFRICA
81,23797,Mahamat Saleh Annadif,Chad,788658822,Start,16.877,AFRICA
82,24722,Mohamed Bechir-Sow,Chad,788827248,Stub,16.877,AFRICA
83,24764,Gontchomé Sahoulba,Chad,788828388,Start,16.877,AFRICA
84,24769,Gabriel Lisette,Chad,788828519,Start,16.877,AFRICA
85,26023,Ali II of Bornu,Chad,788999424,Stub,16.877,AFRICA
86,26113,Arabi El Goni,Chad,789126126,Stub,16.877,AFRICA
87,28330,Dunama Dabbalemi,Chad,789935196,Start,16.877,AFRICA
88,30614,Idris Alooma,Chad,792734868,Start,16.877,AFRICA
89,30727,Mahamat Nouri,Chad,792954115,B,16.877,AFRICA
90,33515,Idriss Ndele Moussa,Chad,796654025,Stub,16.877,AFRICA
91,33557,Mbaydoum Simeon,Chad,796690873,Stub,16.877,AFRICA
92,33567,Ngarindo Milengar,Chad,796700718,Stub,16.877,AFRICA
93,34586,List of Prime Ministers of Chad,Chad,797747674,Start,16.877,AFRICA
94,35040,Idriss Déby,Chad,798286150,C,16.877,AFRICA
95,35474,Saleh Kebzabo,Chad,798626040,C,16.877,AFRICA
96,35919,Moussa Faki,Chad,799043301,C,16.877,AFRICA
97,36253,Template:Chad-politician-stub,Chad,799373925,Stub,16.877,AFRICA
98,36304,Kalzeubet Pahimi Deubet,Chad,799413193,Stub,16.877,AFRICA
99,36341,Haroun Kabadi,Chad,799447895,Start,16.877,AFRICA
100,36342,Nagoum Yamassoum,Chad,799447995,Start,16.877,AFRICA
101,36344,Outel Bono,Chad,799448338,Start,16.877,AFRICA
102,36851,Ahmat Acyl,Chad,799902492,C,16.877,AFRICA
103,37094,Djimrangar Dadnadji,Chad,800133552,Start,16.877,AFRICA
104,38175,Delwa Kassiré Koumakoye,Chad,801029539,C,16.877,AFRICA
105,38370,Fidèle Moungar,Chad,801192255,C,16.877,AFRICA
106,38371,Jean Alingué Bawoyeu,Chad,801192303,B,16.877,AFRICA
107,39006,Emmanuel Nadingar,Chad,801573576,C,16.877,AFRICA
108,39021,Roger Djikisna,Chad,801583221,Stub,16.877,AFRICA
109,39022,Firmin Djidingar,Chad,801583260,Stub,16.877,AFRICA
110,40507,Idris I of Kanem,Chad,802874918,Stub,16.877,AFRICA
111,40776,Vice President of Chad,Chad,803166509,Stub,16.877,AFRICA
112,40777,Hissène Habré,Chad,803166806,GA,16.877,AFRICA
113,40778,Negue Djogo,Chad,803166989,Start,16.877,AFRICA
114,40779,Wadel Abdelkader Kamougué,Chad,803167152,C,16.877,AFRICA
115,40780,Félix Malloum,Chad,803167336,Start,16.877,AFRICA
116,40781,Lol Mahamat Choua,Chad,803167424,C,16.877,AFRICA
117,40782,Goukouni Oueddei,Chad,803167990,C,16.877,AFRICA
118,41024,Albert Pahimi Padacké,Chad,803433107,C,16.877,AFRICA
119,41410,List of heads of state of Chad,Chad,803812011,Start,16.877,AFRICA
120,42593,Elise Loum,Chad,804773540,Start,16.877,AFRICA
121,43730,Agnes Allafi,Chad,805493169,Start,16.877,AFRICA
122,45030,Christine Georges Diguibaye,Chad,806337653,Stub,16.877,AFRICA
123,45318,Pascal Yoadimnadji,Chad,806508985,Start,16.877,AFRICA
124,45475,Aissa Koli,Chad,806616268,Start,16.877,AFRICA
125,47014,Omar I of Kanem,Chad,807425129,Start,16.877,AFRICA
126,2,Template:Zimbabwe-politician-stub,Zimbabwe,391862046,Stub,14.863,AFRICA
127,81,Template:Zimbabwe-mayor-stub,Zimbabwe,444767985,Stub,14.863,AFRICA
128,394,Jabulani Dube,Zimbabwe,645408814,Stub,14.863,AFRICA
129,512,Fletcher Dulini,Zimbabwe,669981316,Stub,14.863,AFRICA
130,2085,Leopold Takawira,Zimbabwe,710060929,Start,14.863,AFRICA
131,2170,Tinos Rusere,Zimbabwe,710524880,Start,14.863,AFRICA
132,2194,Gift Tandare,Zimbabwe,710615823,Stub,14.863,AFRICA
133,2348,Engelbert Rugeje,Zimbabwe,711448400,Start,14.863,AFRICA
134,2357,Max Mnkandla,Zimbabwe,711509855,Stub,14.863,AFRICA
135,2402,Lovemore Matombo,Zimbabwe,711958194,Stub,14.863,AFRICA
136,2410,Alfred Nikita Mangena,Zimbabwe,712004487,Stub,14.863,AFRICA
137,2675,Simbi Mubako,Zimbabwe,713121927,Stub,14.863,AFRICA
138,2711,Nicholas Kiti kiti,Zimbabwe,713308132,Stub,14.863,AFRICA
139,2785,Aleck Gumbo,Zimbabwe,713580662,Stub,14.863,AFRICA
140,2797,Jabulani Sibanda,Zimbabwe,713618917,Start,14.863,AFRICA
141,2809,Cain Mathema,Zimbabwe,713726531,Stub,14.863,AFRICA
142,2811,Patrick Kombayi,Zimbabwe,713740128,Stub,14.863,AFRICA
143,2836,Langton Towungana,Zimbabwe,713899377,Stub,14.863,AFRICA
144,2960,Eric Matinenga,Zimbabwe,714455111,Stub,14.863,AFRICA
145,2996,Emmanuel Chiroto,Zimbabwe,714535045,Stub,14.863,AFRICA
146,3048,Muchadeyi Masunda,Zimbabwe,714706533,C,14.863,AFRICA
147,3164,David Butau,Zimbabwe,714967769,Stub,14.863,AFRICA
148,3208,Thompson Samkange,Zimbabwe,715131189,Stub,14.863,AFRICA
149,3226,Nomalanga Khumalo,Zimbabwe,715183334,Stub,14.863,AFRICA
150,3439,Henry Dzinotyiweyi,Zimbabwe,715867004,Stub,14.863,AFRICA
151,3484,Edward Raradza,Zimbabwe,716017725,Stub,14.863,AFRICA
152,3601,Rekayi Tangwena,Zimbabwe,716669163,Stub,14.863,AFRICA
153,3804,Sibonile Nyamudeza,Zimbabwe,717380254,Stub,14.863,AFRICA
154,4520,Misheck Kagurabadza,Zimbabwe,720008799,Stub,14.863,AFRICA
155,5053,Morgan Femai,Zimbabwe,721674926,Stub,14.863,AFRICA
156,5393,Bybit Lydia Tsomondo,Zimbabwe,723082034,Stub,14.863,AFRICA
157,5482,Kisinoti Mukwazhe,Zimbabwe,723353282,Stub,14.863,AFRICA
158,6096,David Karimanzira,Zimbabwe,725242133,Stub,14.863,AFRICA
159,6409,Sobusa Gula-Ndebele,Zimbabwe,726651867,Stub,14.863,AFRICA
160,6420,Sylvester Nguni,Zimbabwe,726686195,Stub,14.863,AFRICA
161,6423,Thamsanqa Mahlangu,Zimbabwe,726687480,Stub,14.863,AFRICA
162,6424,Tichaona Mudzingwa,Zimbabwe,726687648,Stub,14.863,AFRICA
163,6425,Murisi Zwizwai,Zimbabwe,726687669,Stub,14.863,AFRICA
164,6426,Samuel Undenge,Zimbabwe,726688144,Stub,14.863,AFRICA
165,6427,Reuben Marumahoko,Zimbabwe,726688205,Stub,14.863,AFRICA
166,6934,Simon Khaya-Moyo,Zimbabwe,730764918,Stub,14.863,AFRICA
167,7556,"List of candidates in the Zimbabwean parliamentary election, 2013",Zimbabwe,735498335,Start,14.863,AFRICA
168,7763,Jevan Maseko,Zimbabwe,736911246,Stub,14.863,AFRICA
169,8221,Munacho Mutezo,Zimbabwe,738729779,Stub,14.863,AFRICA
170,8234,Sesel Zvidzai,Zimbabwe,738810400,Stub,14.863,AFRICA
171,8274,Samuel Sipepa Nkomo,Zimbabwe,738992625,Stub,14.863,AFRICA
172,8275,Faber Chidarikire,Zimbabwe,738992871,Start,14.863,AFRICA
173,8276,Willard Chiwewe,Zimbabwe,738992910,Stub,14.863,AFRICA
174,8277,Martin Dinha,Zimbabwe,738992918,Stub,14.863,AFRICA
175,8301,Herbert Ushewokunze,Zimbabwe,739137894,Stub,14.863,AFRICA
176,8824,Nyasha Chikwinya,Zimbabwe,742899761,Start,14.863,AFRICA
177,8968,Naomi Nhiwatiwa,Zimbabwe,743971092,Start,14.863,AFRICA
178,9165,Bright Matonga,Zimbabwe,744753863,Stub,14.863,AFRICA
179,9622,Thokozani Khuphe,Zimbabwe,747274193,Start,14.863,AFRICA
180,9749,Border Gezi,Zimbabwe,748061603,Start,14.863,AFRICA
181,10146,Rugare Gumbo,Zimbabwe,749496266,Start,14.863,AFRICA
182,10436,George Nyandoro,Zimbabwe,750224976,Start,14.863,AFRICA
183,10478,Paul Chimedza,Zimbabwe,750428952,Stub,14.863,AFRICA
184,10535,Gorden Moyo,Zimbabwe,750974704,Stub,14.863,AFRICA
185,10843,Daniel Shumba,Zimbabwe,753294248,Start,14.863,AFRICA
186,11101,Douglas Mombeshora,Zimbabwe,755110125,Stub,14.863,AFRICA
187,11159,Munyaradzi Gwisai,Zimbabwe,755337199,Start,14.863,AFRICA
188,12997,Olivia Muchena,Zimbabwe,757616307,Start,14.863,AFRICA
189,13001,Paurine Mpariwa,Zimbabwe,757616437,Stub,14.863,AFRICA
190,13015,Sithembiso Nyoni,Zimbabwe,757617613,Stub,14.863,AFRICA
191,13251,Earnest Mudzengi,Zimbabwe,757796569,Stub,14.863,AFRICA
192,13356,Gift Banda,Zimbabwe,758442662,Stub,14.863,AFRICA
193,13497,Wilson Kumbula,Zimbabwe,759330558,Stub,14.863,AFRICA
194,13807,Paurina Mpariwa,Zimbabwe,760532029,Stub,14.863,AFRICA
195,14166,Flora Buka,Zimbabwe,762630896,Stub,14.863,AFRICA
196,14313,Elliot Manyika,Zimbabwe,763330074,Start,14.863,AFRICA
197,14538,Diana Mitchell,Zimbabwe,764299725,Start,14.863,AFRICA
198,14633,Maurice Nyagumbo,Zimbabwe,764826793,Start,14.863,AFRICA
199,14713,Josiah Zion Gumede,Zimbabwe,765095810,Start,14.863,AFRICA
200,15384,Edson Zvobgo,Zimbabwe,767922311,Start,14.863,AFRICA
201,15848,Felix Magalela Mafa Sibanda,Zimbabwe,769519957,C,14.863,AFRICA
202,15931,Tracy Mutinhiri,Zimbabwe,769876632,Stub,14.863,AFRICA
203,16516,Kayisa Ndiweni,Zimbabwe,771958995,Stub,14.863,AFRICA
204,17054,Enoch Dumbutshena,Zimbabwe,774026217,Stub,14.863,AFRICA
205,17064,Hubert Nyanhongo,Zimbabwe,774061307,Stub,14.863,AFRICA
206,17583,James Chikerema,Zimbabwe,775935799,C,14.863,AFRICA
207,17743,Victoria Chitepo,Zimbabwe,776389556,Start,14.863,AFRICA
208,17861,Joel Gabuza,Zimbabwe,776840034,Stub,14.863,AFRICA
209,17936,Trudy Stevenson,Zimbabwe,776943338,Start,14.863,AFRICA
210,18058,Joram Gumbo,Zimbabwe,777424335,Stub,14.863,AFRICA
211,18088,Joseph Chinotimba,Zimbabwe,777482252,C,14.863,AFRICA
212,18181,Nkululeko Sibanda,Zimbabwe,777623864,Start,14.863,AFRICA
213,18281,Janet Banana,Zimbabwe,777849777,Stub,14.863,AFRICA
214,19250,Lazarus Dokora,Zimbabwe,780062778,Stub,14.863,AFRICA
215,20063,Lutho Tapela,Zimbabwe,782607746,Stub,14.863,AFRICA
216,20366,Moven Mahachi,Zimbabwe,783298283,Start,14.863,AFRICA
217,20461,Margaret Dongo,Zimbabwe,783419906,Start,14.863,AFRICA
218,20583,Sekai Holland,Zimbabwe,783637102,C,14.863,AFRICA
219,20759,George Chiweshe,Zimbabwe,783919896,Start,14.863,AFRICA
220,20923,Josiah Mushore Chinamano,Zimbabwe,784396785,Stub,14.863,AFRICA
221,21028,Michael Bimha,Zimbabwe,784668448,Stub,14.863,AFRICA
222,22091,Josiah Tongogara,Zimbabwe,786913202,C,14.863,AFRICA
223,22875,Naison Ndlovu,Zimbabwe,787854175,Stub,14.863,AFRICA
224,22877,Enos Mdlongwa,Zimbabwe,787854640,Stub,14.863,AFRICA
225,23377,Lindiwe Majele Sibanda,Zimbabwe,788247480,Start,14.863,AFRICA
226,23429,Ndabaningi Sithole,Zimbabwe,788291899,C,14.863,AFRICA
227,24215,Ambrose Mutinhiri,Zimbabwe,788777043,Stub,14.863,AFRICA
228,24309,Judith Todd,Zimbabwe,788792548,Start,14.863,AFRICA
229,26089,Andrew Langa,Zimbabwe,789094827,Stub,14.863,AFRICA
230,27693,Christopher Kuruneri,Zimbabwe,789427326,Start,14.863,AFRICA
231,27797,Priscilla Misihairabwi-Mushonga,Zimbabwe,789545114,Stub,14.863,AFRICA
232,27798,Swithun Mombeshora,Zimbabwe,789545179,Stub,14.863,AFRICA
233,27799,Oppah Muchinguri,Zimbabwe,789545185,Stub,14.863,AFRICA
234,27800,Samuel Mumbengegwi,Zimbabwe,789545206,Start,14.863,AFRICA
235,27801,Chris Mushohwe,Zimbabwe,789545212,Stub,14.863,AFRICA
236,27802,Giles Mutsekwa,Zimbabwe,789545214,Stub,14.863,AFRICA
237,27803,Francis Nhema,Zimbabwe,789545220,Stub,14.863,AFRICA
238,27804,Mike Nyambuya,Zimbabwe,789545233,Stub,14.863,AFRICA
239,28301,Solomon Mujuru,Zimbabwe,789898624,C,14.863,AFRICA
240,28345,Ronald Penza,Zimbabwe,789948565,Stub,14.863,AFRICA
241,28369,Joseph Made,Zimbabwe,789965571,Start,14.863,AFRICA
242,28650,Evelyn Masaiti,Zimbabwe,790034879,Stub,14.863,AFRICA
243,28652,Jessie Majome,Zimbabwe,790035057,Start,14.863,AFRICA
244,29047,Theresa Makoni,Zimbabwe,790423262,Stub,14.863,AFRICA
245,29496,List of Presidents of the Senate of Zimbabwe,Zimbabwe,791068367,Stub,14.863,AFRICA
246,29956,Blessing Chebundo,Zimbabwe,791690130,Start,14.863,AFRICA
247,31319,George Charamba,Zimbabwe,793738070,Stub,14.863,AFRICA
248,31370,Chenhanho Chimutengwende,Zimbabwe,793820850,Start,14.863,AFRICA
249,32188,Simon Muzenda,Zimbabwe,794934380,Start,14.863,AFRICA
250,32189,Witness Mangwende,Zimbabwe,794934451,Stub,14.863,AFRICA
251,32190,Nathan Shamuyarira,Zimbabwe,794934469,C,14.863,AFRICA
252,32252,Joseph Makamba Busha,Zimbabwe,795007156,Start,14.863,AFRICA
253,32373,Walter Chidakwa,Zimbabwe,795247525,Stub,14.863,AFRICA
254,32722,Maxwell Zeb Shumba,Zimbabwe,795637625,Start,14.863,AFRICA
255,32876,Henry Madzorera,Zimbabwe,795846349,Stub,14.863,AFRICA
256,33377,First Lady of Zimbabwe,Zimbabwe,796477244,Stub,14.863,AFRICA
257,33482,Charles Shanyurai Majange,Zimbabwe,796608492,Stub,14.863,AFRICA
258,33602,Elleck Mashingaidze,Zimbabwe,796726442,Stub,14.863,AFRICA
259,34013,Phillip Chiyangwa,Zimbabwe,797170378,Start,14.863,AFRICA
260,34072,Chenjerai Hunzvi,Zimbabwe,797225827,C,14.863,AFRICA
261,34241,Edward Chindori-Chininga,Zimbabwe,797414978,Start,14.863,AFRICA
262,34759,Arthur Mutambara,Zimbabwe,797932659,C,14.863,AFRICA
263,34896,Edgar Tekere,Zimbabwe,798106157,C,14.863,AFRICA
264,34912,Psychology Maziwisa,Zimbabwe,798140615,C,14.863,AFRICA
265,35001,Isaac Matongo,Zimbabwe,798248963,Stub,14.863,AFRICA
266,35230,Julia Tukai Zvobgo,Zimbabwe,798468363,C,14.863,AFRICA
267,36195,Jameson Timba,Zimbabwe,799326094,Stub,14.863,AFRICA
268,36293,Ben Ncube,Zimbabwe,799405378,Stub,14.863,AFRICA
269,36295,Obedingwa Mguni,Zimbabwe,799406056,Stub,14.863,AFRICA
270,36565,Denis Norman,Zimbabwe,799605293,Start,14.863,AFRICA
271,37537,Japhet Ndabeni Ncube,Zimbabwe,800407734,Stub,14.863,AFRICA
272,37539,Nicholas Mabodoko,Zimbabwe,800407872,Stub,14.863,AFRICA
273,37830,Fay Chung,Zimbabwe,800705666,B,14.863,AFRICA
274,38697,Alfred Makwarimba,Zimbabwe,801370822,Stub,14.863,AFRICA
275,38872,Elphas Mukonoweshuro,Zimbabwe,801488585,Stub,14.863,AFRICA
276,38889,Elton Mangoma,Zimbabwe,801497420,Start,14.863,AFRICA
277,39677,Edna Madzongwe,Zimbabwe,802259324,Start,14.863,AFRICA
278,40703,Fidelis Mhashu,Zimbabwe,803084855,Stub,14.863,AFRICA
279,41159,Promise Mkwananzi,Zimbabwe,803579259,Start,14.863,AFRICA
280,42482,Saviour Kasukuwere,Zimbabwe,804677245,Start,14.863,AFRICA
281,42484,Walter Mzembi,Zimbabwe,804678140,Stub,14.863,AFRICA
282,42631,Kembo Mohadi,Zimbabwe,804811059,Start,14.863,AFRICA
283,42676,Learnmore Jongwe,Zimbabwe,804844902,Start,14.863,AFRICA
284,42736,Lovemore Madhuku,Zimbabwe,804895632,C,14.863,AFRICA
285,42775,List of Finance Ministers of Zimbabwe,Zimbabwe,804914333,Stub,14.863,AFRICA
286,44472,Joice Mujuru,Zimbabwe,805993308,C,14.863,AFRICA
287,45566,Ignatious Chombo,Zimbabwe,806656210,Start,14.863,AFRICA
288,45846,Robert Mugabe,Zimbabwe,806814411,FA,14.863,AFRICA
289,46411,Tichafa Samuel Parirenyatwa,Zimbabwe,807159774,C,14.863,AFRICA
290,46509,Guy Georgias,Zimbabwe,807196681,TextDeleted: Text deleted (datasource.revision.text),14.863,AFRICA
291,46788,Grace Mugabe,Zimbabwe,807337237,GA,14.863,AFRICA
292,47056,Guy Clutton-Brock,Zimbabwe,807442408,Start,14.863,AFRICA
293,3,Template:Uganda-politician-stub,Uganda,391862070,Stub,45.74100000000001,AFRICA
294,80,Template:Uganda-mayor-stub,Uganda,444767727,Stub,45.74100000000001,AFRICA
295,426,Yosia Nadiope of Busoga,Uganda,655390291,Stub,45.74100000000001,AFRICA
296,648,Patrick Mutono,Uganda,684295893,Stub,45.74100000000001,AFRICA
297,699,Stanislaus Okurut,Uganda,689614169,Stub,45.74100000000001,AFRICA
298,732,Charles Oboth Ofumbi,Uganda,693292931,Start,45.74100000000001,AFRICA
299,737,Pumla Kisosonkole,Uganda,693388584,Start,45.74100000000001,AFRICA
300,1664,Francis K. Butagira,Uganda,707473503,Start,45.74100000000001,AFRICA
301,1740,Otema Allimadi,Uganda,708054598,Stub,45.74100000000001,AFRICA
302,2649,Omwony Ojwok,Uganda,713020154,Stub,45.74100000000001,AFRICA
303,3265,Jachan Mandir Omach,Uganda,715433158,Stub,45.74100000000001,AFRICA
304,3709,Onegi Obel,Uganda,717146307,Start,45.74100000000001,AFRICA
305,4553,Saleh Kamba,Uganda,720059752,Stub,45.74100000000001,AFRICA
306,5655,John Kabaireho,Uganda,723957779,Stub,45.74100000000001,AFRICA
307,5834,Tete Chelangat,Uganda,724554948,Stub,45.74100000000001,AFRICA
308,6206,Sarah Kanyike,Uganda,725742962,Start,45.74100000000001,AFRICA
309,6460,Gagawala Wambuzi,Uganda,726767754,Stub,45.74100000000001,AFRICA
310,6491,Julius Wandera Maganda,Uganda,726918511,Stub,45.74100000000001,AFRICA
311,6492,Haruna Kasolo Kyeyune,Uganda,726919678,Stub,45.74100000000001,AFRICA
312,7633,Yabezi Kiiza,Uganda,736273855,Stub,45.74100000000001,AFRICA
313,7955,Semei Kakungulu,Uganda,737799048,C,45.74100000000001,AFRICA
314,9560,Abu Mayanja,Uganda,746946728,C,45.74100000000001,AFRICA
315,10841,Daniel Kidega,Uganda,753278613,Start,45.74100000000001,AFRICA
316,11360,Eng Abner Nangwale,Uganda,756457100,Stub,45.74100000000001,AFRICA
317,12719,Yowabu Magada Kawaluuko,Uganda,757388522,Start,45.74100000000001,AFRICA
318,12921,Grace Kwiyucwiny,Uganda,757563021,Start,45.74100000000001,AFRICA
319,12984,Mary Goretti Kitutu,Uganda,757615490,Start,45.74100000000001,AFRICA
320,13006,Rukiya Chekamondo,Uganda,757616921,Start,45.74100000000001,AFRICA
321,13012,Sezi Mbaguta,Uganda,757617202,Start,45.74100000000001,AFRICA
322,13350,Frederick Ngobi Gume,Uganda,758395750,Stub,45.74100000000001,AFRICA
323,13376,Rosemary Seninde,Uganda,758567928,Start,45.74100000000001,AFRICA
324,13500,Gerald Ssendaula,Uganda,759366517,C,45.74100000000001,AFRICA
325,13503,Juma Oris,Uganda,759378614,Stub,45.74100000000001,AFRICA
326,13658,Godfrey Kiwanda,Uganda,759877869,Stub,45.74100000000001,AFRICA
327,13695,Geoffrey Onegi Obel,Uganda,760056661,Start,45.74100000000001,AFRICA
328,13729,Tom Butime,Uganda,760181848,Start,45.74100000000001,AFRICA
329,13734,Dennis Galabuzi Ssozi,Uganda,760184747,Start,45.74100000000001,AFRICA
330,14293,Ken Lukyamuzi,Uganda,763247419,Stub,45.74100000000001,AFRICA
331,15058,Victoria Sekitoleko,Uganda,766481345,C,45.74100000000001,AFRICA
332,15095,Emmanuel Otala,Uganda,766665157,Start,45.74100000000001,AFRICA
333,16016,Kabakumba Masiko,Uganda,770316807,C,45.74100000000001,AFRICA
334,16463,Innocent Oula,Uganda,771724283,Start,45.74100000000001,AFRICA
335,16865,Isaac Mulindwa,Uganda,773245217,Start,45.74100000000001,AFRICA
336,17004,Hope Mwesigye,Uganda,773870932,Start,45.74100000000001,AFRICA
337,17298,Katikkiro of Buganda,Uganda,774683767,Stub,45.74100000000001,AFRICA
338,17299,Daudi Cwa II of Buganda,Uganda,774683907,C,45.74100000000001,AFRICA
339,17300,Ssuuna II of Buganda,Uganda,774684052,Start,45.74100000000001,AFRICA
340,17301,Kamaanya of Buganda,Uganda,774684080,Start,45.74100000000001,AFRICA
341,17302,Semakookiro of Buganda,Uganda,774684109,Start,45.74100000000001,AFRICA
342,17303,Jjunju of Buganda,Uganda,774684124,Start,45.74100000000001,AFRICA
343,17304,Kato Kintu,Uganda,774684195,Stub,45.74100000000001,AFRICA
344,17305,Chwa I of Buganda,Uganda,774684228,Start,45.74100000000001,AFRICA
345,17333,Kyabaggu of Buganda,Uganda,774830237,Start,45.74100000000001,AFRICA
